,Id,route_distance_km,delta_time,hours,sym_hours_periods,time,distance,speed_from_node,diff_nodes,diff_dist
41,7954858864553997021,2021.0,390.0,19,6,335.7278901838305,1999.481452,5.955660850533353,2,21.51854800000001
42,-5003534253831802397,2497.0,498.00000000000006,7,5,178.59186792464703,1578.837048,8.840475584622679,2,918.1629519999999
43,-1734234631272818158,6065.0,782.0,6,6,399.6877501468533,3782.7797610000002,9.464337497484301,5,2282.2202389999998
44,3183653412237894372,6117.0,973.0,20,7,632.3394389337028,5767.697168,9.121204234431296,5,349.3028320000003
45,-8934078739896522302,6687.0,839.0,9,3,500.08682328104476,5132.463818,10.263145476071855,4,1554.5361819999998
46,7439014812322399524,1898.0,391.0,10,2,261.86043466076995,2088.644755,7.9761753916958025,2,-190.6447549999998
47,7894004218633910899,5597.0,643.0,8,4,538.8703838200895,4988.689899,9.25768060147383,3,608.310101
48,4289750149471255994,6150.0,918.0,12,0,523.2917225623515,4452.083708,8.507842788339774,4,1697.9162919999999
49,5829786685951938932,2536.0,719.0,15,2,374.0703385099087,2369.805948,6.33518807569723,2,166.19405199999983
50,6595400054735609027,1828.0,379.0,13,0,178.31663296427993,1294.586129,7.260041351606999,2,533.413871
51,7928132961809823375,1440.0,903.0,11,1,138.92437135169195,696.5703289999999,5.0140254170134595,3,743.4296710000001
52,5668051872835929100,2411.0,714.0,14,1,242.64681837397055,1218.889623,5.023307666542039,4,1192.110377
53,7136664946651356456,1514.0,475.00000000000006,14,1,79.31130069885891,371.693443,4.6865130154818875,3,1142.3065569999999
54,-5498298079053795929,2787.0,603.0,10,2,312.53008498337965,2107.797073,6.7443013465794595,1,679.2029269999998
55,-586323999345128136,2349.0,269.0,4,8,256.76635278948356,2159.956738,8.412148689010259,1,189.04326200000014
56,6367669510614697949,1771.0,981.0,13,0,292.4473147981071,1669.4548810000001,5.708566283648456,3,101.54511899999989
57,4762244140997340000,2550.0,569.0,6,6,212.44669943492966,1648.7041,7.760554079612716,3,901.2959000000001
58,-8267142868377591803,3747.0,593.0,21,8,351.4115046046128,2978.484643,8.47577442392278,2,768.5153570000002
59,-8153659934081441002,1451.0,300.0,13,0,203.48446368660623,1297.806989,6.377916846756415,2,153.19301100000007
60,-141031243648008174,4568.0,577.0,22,9,500.03227402070695,4816.75511,9.632888435918304,2,-248.75511000000006
61,-8288939851219454935,2235.0,895.0,6,6,139.92286975661148,1511.128109,10.799722101387204,2,723.871891
62,3406543318301342751,5353.0,652.0,22,9,419.46900648342455,4139.514111,9.868462382246529,4,1213.4858889999996
63,1020426959505077153,1470.0,357.0,20,7,147.5003284436344,1332.428022,9.033390203664343,1,137.57197799999994
64,-28783194530500902,7112.0,865.0,5,7,598.723423225696,6843.548316,11.430233143593318,3,268.45168399999966
65,985697810964936843,3063.0,535.0,8,4,378.353137677637,2758.220769,7.290069763740267,1,304.779231
66,6305234627006601127,3809.0,608.0,14,1,340.8713583205432,2292.436511,6.725224795344274,3,1516.5634890000001
67,5060467524420172763,3250.0,590.0,8,4,347.5882183407551,2985.314149,8.588651719125224,1,264.6858510000002
68,7581396756340258199,4265.0,768.0,9,3,424.4832273344738,4289.183057,10.104481828254468,1,-24.18305700000019
69,7506416032470568737,2193.0,491.00000000000006,6,6,133.56238024329306,1061.541262,7.947906139934984,4,1131.458738
70,5949449214805305071,3151.0,685.0,18,5,441.24884205794615,3406.969798,7.721198274674648,2,-255.96979800000008
71,3086483399190653005,1974.0,331.0,21,8,206.73029811408395,1468.181565,7.101917708210266,3,505.8184349999999
72,-7248060845132474674,4813.0,962.0,8,4,553.8238285035565,5280.18917,9.534059204832666,2,-467.18916999999965
73,1676621961604340135,1984.0,641.0,13,0,348.5404260731899,2167.541917,6.2189110784665145,1,-183.541917
74,-1718503764649936148,4913.0,990.0,15,2,655.7172337667192,4848.078818,7.393551013064838,5,64.92118200000004
75,-1106676482901184439,4697.0,611.0,21,8,415.3716785198177,3876.643986,9.33295211607703,4,820.356014
76,8073489175235016265,2455.0,485.00000000000006,10,2,305.05705571852786,2260.966116,7.41161718313496,1,194.03388399999994
77,802317570310122728,5683.0,649.0,4,8,443.73956904070815,5398.036586,12.16487544184907,3,284.96341399999983
78,8262812500720562064,2437.0,661.0,7,5,333.5772110195594,2457.657596,7.367582421138159,1,-20.657596000000012
79,1625536043463524357,4861.0,781.0,6,6,397.568818342393,3608.242366,9.075768016828022,3,1252.757634
80,2979008225231120471,1729.0,426.0,8,4,211.50676111070314,1654.016657,7.820159735386821,1,74.9833430000001
81,-18341601838311304,3972.0,911.0,9,3,514.4267285284183,3490.29814,6.784830465525056,3,481.7018600000001
82,7067422306436874454,4086.0000000000005,597.0,7,5,425.24879225829676,3794.918623,8.923996239582406,2,291.08137700000043
83,5335091697137096757,7440.0,998.0,18,5,767.7617457122079,6400.796405,8.336956667543202,3,1039.203595
84,517354936006265391,601.0,153.0,18,5,82.6707645198504,540.796932,6.541574099875986,1,60.20306800000003
85,5076725445349322229,1734.0,812.0,16,3,353.53020701063286,2685.692284,7.596783049204123,1,-951.6922840000002
86,-8953538642103077710,4262.0,739.0,8,4,493.7055438530856,4494.893457,9.104401425027481,3,-232.89345700000013
87,1929293332966321337,1240.0,303.0,17,4,159.29462066728053,1252.976175,7.8657783279267015,2,-12.976175000000012
88,-5079048585458929120,2449.0,575.0,6,6,298.594638967077,2329.233247,7.800653270458821,1,119.76675299999988
89,-3710182445751137803,6774.0,939.0,18,5,610.6513392231403,5517.151996,9.034864318841619,2,1256.8480040000004
90,6929012817439837693,2531.0,525.0,15,2,332.82803322069947,2297.212724,6.9021010693432485,3,233.78727600000002
91,4939346858582621396,5436.0,705.0,22,9,659.132231267762,6062.598155,9.197848121217373,3,-626.5981549999997
92,-4114095639674733521,3173.0,355.0,8,4,283.029834471131,2875.554552,10.159899069909912,2,297.44544799999994
93,3814094278131472677,3255.0,462.00000000000006,8,4,355.48433283804223,3199.922313,9.001584647776522,1,55.07768699999997
94,-4701228183698300408,3011.0,641.0,11,1,432.7828907587896,2843.255056,6.569703000539087,2,167.74494400000003
95,4352101750728236770,3646.0,692.0,8,4,342.1801978404386,3562.8054500000003,10.412073733329727,3,83.19454999999971
96,2859083793064530431,3065.0,479.00000000000006,19,6,206.69522105307254,1627.8733770000001,7.8757185033417665,2,1437.1266229999999
97,-1132627044656518701,2588.0,360.0,9,3,134.9318632008207,1576.71052,11.685234922261195,1,1011.2894799999999
98,-6846697347015508786,6422.0,859.0,7,5,514.8033411178149,4385.68915,8.519154402683485,6,2036.3108499999998
99,1145022274941603754,2601.0,719.0,6,6,343.0032845505248,3063.936754,8.932674676905837,3,-462.93675399999984
100,-8428114296316204779,2766.0,461.00000000000006,12,0,368.190292728068,2666.425002,7.241975290123482,1,99.57499800000005
101,-7699684195379960029,5788.0,457.00000000000006,3,9,458.52091703697175,5604.929994,12.223935235539232,2,183.07000599999992
102,5867154928245963201,2889.0,515.0,8,4,353.4047830084376,2682.32466,7.589950076980025,2,206.67533999999978
103,5865159126333603704,3846.0,736.0,8,4,424.01617060899645,3474.684808,8.194698808324828,2,371.315192
104,2554951445699868245,1347.0,780.0,15,2,148.17156962684476,1009.587861,6.813640859326426,2,337.412139
105,8783411369987105944,3672.0,840.0,15,2,475.98457747559377,3440.529058,7.22823641943822,3,231.47094199999992
106,-1783236927816160751,3195.0,571.0,17,4,350.36582054096215,2841.763578,8.110847038710393,2,353.23642199999995
107,-8293172392980013678,1781.0,481.00000000000006,14,1,271.6931535557039,1696.895526,6.245632264900242,0,84.10447399999998
108,1869238735337786536,1789.0,422.0,16,3,262.69191589731923,1514.14417,5.763954192605787,1,274.85582999999997
109,-2812185750452321447,5936.0,930.0,8,4,587.3732661425884,5867.687578,9.989708276194484,4,68.31242199999997
110,-7871047503656012250,3051.0,786.0,10,2,404.469217926805,2923.867048,7.22889880962244,3,127.13295199999993
111,-1334269599549160042,3237.0,448.0,23,10,330.1576861710537,3072.4980530000003,9.306153337312125,2,164.50194699999975
112,-2716756012222191712,3915.0,644.0,13,0,478.4564127938597,3726.515308,7.788620255374335,2,188.484692
113,-6032986650380747207,4272.0,738.0,6,6,171.67574652506917,1734.778078,10.104968891145477,2,2537.2219219999997
114,-6235893263544703335,3506.0,590.0,21,8,310.96756278501056,2464.856388,7.926409963550104,2,1041.1436119999998
115,-8745752324444120606,2381.0,302.0,8,4,138.98620000591012,1174.630623,8.451419082974073,1,1206.369377
116,-6790134750546548167,1211.0,169.0,21,8,136.83645973811082,1213.400943,8.867526573855457,1,-2.4009430000000975
117,2322551904662466930,4855.0,520.0,7,5,289.91528419202007,2785.664233,9.608545616225484,3,2069.335767
118,-8087833096022244947,3158.0,590.0,7,5,281.10046620445746,2223.171914,7.90881617529223,5,934.828086
119,-6131599630368827493,2272.0,886.0,11,1,242.57088174345827,1393.213944,5.7435333292536574,6,878.7860559999999
120,2465257123506487041,2705.0,663.0,16,3,404.0844885719291,2518.773841,6.233285147622403,2,186.22615899999983
121,5590170614881771716,3591.0,657.0,6,6,389.88191682260594,3049.145869,7.820690669240102,3,541.854131
122,-8360857012736773538,9648.0,921.0,1,11,605.3645197157972,6514.942687,10.762016066053219,4,3133.0573130000002
123,7000922127452357593,3187.0,751.0,13,0,316.91789640394865,2277.595046,7.1867037861974845,3,909.4049540000001
124,-926814372433271970,2436.0,797.0,13,0,329.2451376302493,2191.109147,6.654947625864931,4,244.89085299999988
125,8718034334468487897,1501.0,471.00000000000006,15,2,234.60519907553754,1413.410089,6.024632423192438,1,87.58991100000003
126,-5038847767300248450,4686.0,852.0,17,4,598.486352117273,4408.997113,7.366913376390679,4,277.00288699999965
127,-177293156602814301,1657.0,354.0,8,4,221.02451591719083,1958.63177,8.86160416129504,1,-301.63176999999996
128,1279654634052600186,1978.0,359.0,14,1,241.84123792452877,1459.723119,6.035873499190138,1,518.276881
129,6513262535420006171,10139.0,794.0,3,9,690.1641754307932,9279.053736,13.444704993863398,2,859.9462640000002
130,3559959256774874849,2321.0,693.0,14,1,165.84782245734067,1604.264932,9.673114233457293,2,716.735068
131,-106508745881539282,2452.0,282.0,12,0,89.94660294527067,711.4793920000001,7.9100195972149185,1,1740.5206079999998
132,7942069612812417463,6121.0,729.0,2,10,642.0378062088112,5810.59983,9.050245598948745,2,310.4001699999999
133,-2797416066996726353,2284.0,696.0,11,1,170.00654027907328,1227.272171,7.218970334819933,4,1056.727829
134,-5882715987026053201,4727.0,627.0,9,3,420.05022068178806,3458.564537,8.233692941254422,3,1268.4354629999998
135,-8568032598553689066,3420.0,635.0,7,5,261.1914275170014,2249.313612,8.611743629501731,3,1170.686388
136,1499419769302470671,2705.0,425.0,8,4,304.8686354320083,2402.8693670000002,7.881654876025734,2,302.13063299999976
137,-3683469452635941221,3002.0,849.0,14,1,372.3112990428994,2564.617735,6.888369333922613,5,437.3822650000002
138,7696346570996250349,1954.0,513.0,18,5,175.28979052615688,1484.622047,8.469529471988636,2,469.37795299999993
139,84248186152538584,1630.0,616.0,16,3,128.03557908481048,569.153328,4.445274759315097,3,1060.8466720000001
140,6002110670713281586,3106.0,526.0,17,4,521.148560210119,3811.135828,7.312954729191633,2,-705.135828
141,5403993245708519418,2032.0,394.0,10,2,217.35912911781108,1871.368209,8.609568029625741,1,160.63179100000002
142,4158668247944603966,792.0,197.0,22,9,100.31279140036474,785.84794,7.833975398646344,1,6.152060000000006
143,-1231973990971479023,4762.0,769.0,6,6,468.54960813996655,3912.158624,8.349507834464667,4,849.8413759999999
144,-1542883859457113601,1401.0,466.00000000000006,13,0,58.546031305570516,386.512871,6.6018628826036965,2,1014.487129
145,8222687431225759202,2100.0,468.00000000000006,17,4,222.10568777425019,1607.3739620000001,7.236977936529687,2,492.6260379999999
146,-4830886097656606371,2208.0,285.0,19,6,111.52417903018235,655.882601,5.881079840296293,2,1552.117399
147,-4881752358557127431,1788.0,321.0,9,3,226.633837305227,1756.550633,7.750610649698811,2,31.44936699999994
148,-3576995367733502707,5651.0,828.0,8,4,496.42451467666365,4919.485618,9.909836183662707,3,731.5143820000003
149,-3216353009071842021,1107.0,246.00000000000003,15,2,157.2598192938462,1097.733318,6.980380130978288,1,9.266681999999946
150,5890940155638989541,4971.0,641.0,7,5,411.5163584830633,4322.4869,10.503803338301312,5,648.5131000000001
151,-8052309426932095013,3772.0,632.0,5,7,341.5345097424578,3239.385232,9.484796234625707,3,532.6147679999999
152,1799926843135524055,4539.0,641.0,6,6,344.6483105331663,3575.646167,10.374767720371306,3,963.3538330000001
153,6140224324076049888,3931.0,706.0,16,3,503.3254166046529,3782.695338,7.51540695782346,2,148.304662
154,-7052663222195643235,2818.0,514.0,7,5,323.8899482532551,2376.546014,7.337510863849772,3,441.453986
155,-6143121363870664846,5527.0,449.0,5,7,328.6748857068242,3910.688876,11.898350151061765,3,1616.3111239999998
156,-7108882700100982720,3698.0,587.0,14,1,435.0554797895348,2635.3536639999998,6.057511711552042,2,1062.6463360000002
157,-2749237736310033846,3646.0,692.0,7,5,301.87768622075083,2776.196315,9.196427698103799,2,869.8036849999999
158,-5788716543031230845,2320.0,524.0,17,4,196.45087177290813,1239.851516,6.311254843568394,2,1080.148484
159,5736115223531101575,1682.0,584.0,11,1,224.6356010893256,1569.021178,6.984739597781226,3,112.97882200000004
160,-5184527985199515893,3691.0,609.0,5,7,354.71730646380263,3500.304487,9.867870620395543,1,190.69551300000012
161,-5292188645161245624,4209.0,442.0,4,8,270.47514656751576,2766.400668,10.227929268574973,2,1442.5993319999998
162,8043696437860564264,3278.0,622.0,7,5,316.30515440619587,2435.379314,7.699461358990408,4,842.6206860000002
163,-510882595301618647,7345.0,959.0,5,7,638.783754974266,6738.740725,10.549330148935105,4,606.2592750000003
164,-7805720014675565405,3814.0,575.0,9,3,382.4833412429592,3671.633464,9.599459814558884,3,142.366536
165,3339529922195077689,5516.0,612.0,4,8,357.43266765281476,4648.744244,13.005929968649276,3,867.2557559999996
166,-3504365995501919441,3573.0,472.00000000000006,18,5,417.52174342764823,2487.660996,5.958159150173896,3,1085.339004
167,4423966855203518459,2041.9999999999998,495.00000000000006,9,3,313.68612532943797,2394.834683,7.634493494045706,2,-352.83468300000027
168,5941146154740026297,2199.0,602.0,18,5,342.3425200671451,2354.477576,6.877549348933362,3,-155.47757600000023
169,7329423839686110450,3484.0,402.0,20,7,346.9548115416849,2786.333232,8.030824589574069,3,697.666768
170,3550611760140544706,2260.0,594.0,11,1,209.8341328071645,1319.7945770000001,6.289703964477877,3,940.2054229999999
171,7221624682524148411,3640.0,373.0,21,8,349.3301219368751,3474.378415,9.94583116891314,1,165.62158499999987
172,-9148498248728646939,2910.0,962.0,7,5,92.16927697019143,762.884947,8.27699828053035,1,2147.115053
173,-8332161048204685804,3103.0,785.0,8,4,224.33779461947472,1762.757214,7.857602491769238,5,1340.242786
174,-8617374763625516992,1681.0,238.00000000000003,2,10,174.00847545071542,1501.001384,8.626024566401824,2,179.99861600000008
175,4052638599487986332,5707.0,945.0,15,2,523.7393283394572,3161.12753,6.0356886698245855,3,2545.87247
176,2162206302933082671,5622.0,731.0,23,10,686.7137096597085,5852.362221,8.522273749129107,3,-230.36222100000032
177,-7966623876115746543,2988.0,365.0,17,4,298.92441186877966,2421.746135,8.10153349423695,3,566.2538650000001
178,5486300412776896048,5360.0,869.0,7,5,451.5191409079745,4644.112343,10.285527062398737,4,715.8876570000002
179,-351330131111278992,1650.0,224.0,8,4,149.44889692801357,1633.238891,10.92841047723957,1,16.761109000000033
180,-2001232589417069609,5429.0,761.0,11,1,403.02193491769714,3352.580904,8.31860654106741,2,2076.419096
181,-9071116411014740387,5219.0,762.0,19,6,595.4083175517237,5067.142283,8.510365296601373,2,151.85771699999987
182,8602207798245063500,2638.0,527.0,16,3,281.81009177189605,1656.490095,5.878036817577149,4,981.5099049999999
183,4743755655541137708,4146.0,599.0,18,5,412.0644429090117,3155.873604,7.658689455757897,1,990.1263960000001
184,-8092610378830169672,2492.0,298.0,23,10,262.3594067433945,2321.933763,8.850202063732407,1,170.066237
185,-4351849452886171649,3306.0,473.00000000000006,20,7,381.160601899861,2828.363264,7.420397727105781,1,477.6367359999999
186,-2460021275988143341,4480.0,656.0,8,4,508.95366329515616,4287.011641,8.423186529878349,2,192.98835899999995
187,1547310137948183381,2503.0,489.00000000000006,8,4,190.0429090888485,1590.923687,8.371391990512072,2,912.076313
188,7361367915071498483,2606.0,526.0,20,7,308.1242924991346,2767.465517,8.98165313274601,2,-161.4655170000001
189,-4979257734472093855,4054.0000000000005,637.0,7,5,354.5289507772546,3869.170238,10.913552276950561,0,184.8297620000003
190,-422582914085035657,4741.0,839.0,6,6,547.6387243366004,4661.705267,8.512373321749855,5,79.29473299999972
191,-562977838757382746,3258.0,536.0,12,0,395.12670270623556,3132.5342729999998,7.927923502879383,1,125.46572700000024
192,-7147960129820710601,2458.0,751.0,13,0,209.03998531418563,1409.786082,6.744097689641058,4,1048.213918
193,6959753370682742742,4096.0,618.0,19,6,364.7234891773046,2901.839862,7.956273582887654,3,1194.1601380000002
194,-3473963316763285982,5476.0,737.0,18,5,495.2766362147628,4638.55513,9.365584384215976,2,837.4448700000003
195,-3070818467436332754,5084.0,832.0,10,2,404.0718633835639,3335.031696,8.253560809885522,4,1748.968304
196,-667847441108357876,3098.0,515.0,10,2,338.17337064022155,2914.357523,8.617939128331157,2,183.64247699999987
197,-4674356241349324621,4450.0,908.0,15,2,665.1751397088209,4442.088431,6.6780734363351515,1,7.911568999999872
198,7365703000852750102,3103.0,681.0,15,2,362.9146625254972,2391.414905,6.589468963194584,4,711.5850949999999
199,2229177505678692662,4391.0,719.0,20,7,456.01114473882376,3694.6005609999997,8.10199619817636,2,696.3994390000003
200,8094988398223901501,3561.0,779.0,12,0,469.72514554652815,3183.139685,6.776600561369558,5,377.8603149999999
201,6410590878619345772,2346.0,587.0,13,0,385.7733317909223,2468.6286059999998,6.399168637550932,2,-122.62860599999976
202,-5262313572107730298,3285.0,455.0,11,1,351.9207846066022,3004.978387,8.538792019229959,3,280.0216129999999
203,-962552284633679071,5354.0,936.0,14,1,484.4255267749351,2750.855055,5.6785922767403045,2,2603.144945
204,-2163636109012931382,8515.0,890.0,17,4,398.0601845192243,3230.13934,8.114700906098788,3,5284.86066
205,8212188250168551273,1680.0,406.0,17,4,277.00410167397195,1698.835268,6.132888494190941,2,-18.835268000000042
206,-5607484353463179847,1923.0,451.0,18,5,219.82051985887492,1729.576379,7.868129782016668,1,193.4236209999999
207,-1838217842436872016,3588.0,397.0,10,2,254.30487820192002,2603.231245,10.236654772044972,2,984.768755
208,-4037599111021718027,1590.0,625.0,10,2,151.50345510189086,1343.269585,8.866263703996776,3,246.730415
209,2471126920007097365,3884.0,718.0,16,3,501.826753289285,3349.726502,6.675065607889191,2,534.273498
210,2567652183961290497,2585.0,480.00000000000006,6,6,317.3008116721108,2412.036956,7.601735852136827,3,172.96304400000008
211,-3809435992248860268,2777.0,418.0,17,4,319.4330560323637,2031.756083,6.360506668396117,2,745.243917
212,3983170487814908128,2296.0,331.0,20,7,227.25400184987603,2075.72508,9.133942914550847,2,220.27491999999984
213,5132843711640640138,4514.0,755.0,8,4,394.08573561762654,3039.002987,7.711527498545858,3,1474.9970130000002
214,1929309170783426441,1230.0,488.00000000000006,19,6,207.93041625693667,1818.868623,8.747487047553687,2,-588.8686230000001
215,-4421254002230037128,5483.0,742.0,19,6,622.315540825095,5387.111425,8.656559368351168,3,95.88857499999995
216,4699497997827403905,5710.0,953.0,11,1,438.2105764438886,3149.019778,7.186088029993546,4,2560.980222
217,2305212791590318877,9178.0,954.0,19,6,793.4111024489958,7686.854773,9.688363005348979,4,1491.145227
218,-2574603849610527749,1994.0,670.0,11,1,231.78203962839083,1403.4332670000001,6.054969872773932,3,590.5667329999999
219,-5705128078725834429,1680.0,477.00000000000006,7,5,209.5947186101779,1518.353975,7.244237760704095,3,161.646025
220,1173679058606057931,4764.0,711.0,7,5,538.2915390994708,4448.596178,8.264287760201901,3,315.4038220000002
221,5649021492307908629,2400.0,721.0,16,3,471.3726093164374,2978.568566,6.318925850017847,1,-578.5685659999999
222,-3200553776091908371,2350.0,360.0,13,0,135.6987085720763,1091.315705,8.04219669062177,2,1258.684295
223,5331325786333823165,7483.0,983.0,21,8,776.796247017263,6899.923654,8.882539894463035,4,583.0763459999998
224,6668387952863289349,4190.0,967.0,16,3,358.3263015783332,2801.897231,7.8194015305557505,3,1388.102769
225,2749261990030788247,3141.0,460.00000000000006,8,4,255.261257557548,2492.60155,9.764903510428132,2,648.3984500000001
226,-6206185608650650259,2748.0,525.0,12,0,244.80321278665602,2525.129352,10.3149355078139,3,222.87064800000007
227,1740502836445066230,3433.0,618.0,4,8,355.71400112871294,3345.045202,9.403749055100072,3,87.95479800000021
228,8423867464260726809,3350.0,529.0,22,9,397.196148488765,3106.007101,7.819831871022928,2,243.99289899999985
229,-1818487178197058136,5238.0,946.0,11,1,493.40523138869827,4454.435875,9.027946182213972,4,783.5641249999999
230,1578042952867930855,3895.0,799.0,9,3,433.423123049708,3719.805741,8.582388763262607,2,175.19425899999987
231,-1523642295066528456,6049.0,783.0,22,9,708.4793561159444,5786.801762,8.167918672640866,2,262.19823799999995
232,2869218055826138198,2418.0,399.0,8,4,272.4677411082864,2237.632428,8.212467350807232,3,180.3675720000001
233,-6295993092405009467,6158.0,981.0,19,6,684.5453121383665,6369.98468,9.305424443126476,4,-211.98467999999957
234,-1320402045321586783,3833.0,580.0,8,4,285.0060684595787,3142.898203,11.02747818664691,2,690.1017969999998
235,-3366216203556199282,3869.0,812.0,14,1,449.1591474735887,3071.928551,6.839287518196731,2,797.071449
236,7087093060947276486,6478.0,948.0,23,10,516.9191451332708,5155.216283,9.972964498482435,2,1322.7837170000003
237,7907571826099701186,4683.0,860.0,6,6,495.86177667127225,3790.876211,7.645026072483768,4,892.1237890000002
238,7152339849093651781,3363.0,834.0,14,1,397.5373062632259,2761.227504,6.945832404900578,2,601.772496
239,-4938539665689316331,1494.0,484.00000000000006,7,5,181.69609445230722,1445.208475,7.953987560141793,1,48.79152500000009
240,-5601544946499028669,4891.0,859.0,7,5,571.9908039867479,4685.562604,8.1916747111,2,205.43739600000026
241,-5425846517061367064,7460.0,913.0,20,7,801.9372150983787,6871.179124,8.568225784554803,4,588.8208759999998
242,-2510474163671911221,1467.0,236.00000000000003,8,4,133.6816853171039,1226.496541,9.174753730031528,2,240.50345900000002
243,9206872203427387003,2497.0,529.0,9,3,296.6469572650426,2082.75962,7.021004493699001,2,414.2403800000002
244,2472163352588430073,6234.0,890.0,21,8,176.00265184490263,1720.922522,9.777821549623663,1,4513.077478
245,-6892333218273324488,2041.0,425.0,20,7,311.11388351912734,1924.5865900000001,6.186116055735829,1,116.41340999999989
246,-7083300310264640733,2317.0,404.0,18,5,322.340462998561,2747.8573699999997,8.524705041489833,1,-430.8573699999997
247,-915439635186486197,3225.0,732.0,19,6,293.0462563538037,2540.328661,8.66869514938619,2,684.671339
248,5159814732123957403,2008.0,391.0,20,7,279.32421584781406,1847.382754,6.6137579528962895,1,160.61724600000002
