,Id,route_distance_km,delta_time,hours,sym_hours_periods,time,distance,speed_from_node,diff_nodes,diff_dist
24,7502208203560079411,4445.0,484.00000000000006,3,9,378.58310846221667,4206.605027,11.111444047482713,3,238.3949730000004
25,6172321578920866285,2233.0,721.0,7,5,180.49000799170207,1329.3820660000001,7.365405325158597,2,903.6179339999999
26,-1744179646289841377,1380.0,254.00000000000003,10,2,166.38626782207498,1336.518703,8.0326262527218,0,43.48129700000004
27,-8279355005891507036,5953.0,469.00000000000006,1,11,438.840479370779,4749.189132,10.82213094564456,3,1203.8108679999996
28,7907221606459332183,3776.0,616.0,20,7,393.3206146274374,3539.048539,8.997871983781655,1,236.9514610000001
29,-1637548576241920654,1396.0,244.00000000000003,10,2,181.20281168172187,1091.249047,6.02225228666292,2,304.750953
30,-3678976691752253834,1428.0,380.0,9,3,79.54472779249394,462.267097,5.811410885783693,2,965.7329030000001
31,-7965086121476696853,4578.0,598.0,4,8,166.11731261727923,1875.774177,11.291864450766978,3,2702.2258229999998
32,-2837046467351823754,2057.0,463.00000000000006,7,5,194.4339842933011,1378.846531,7.091592223507739,2,678.1534690000001
33,-3643974100668818918,4423.0,481.00000000000006,18,5,422.34497021433714,3207.205134,7.593804496765678,2,1215.7948660000002
34,9130775732568248690,3568.0,466.00000000000006,23,10,446.6341280390591,3563.263736,7.9780373068320145,1,4.736264000000119
35,4994224056201473509,2602.0,487.00000000000006,22,9,308.2143897781147,2204.156049,7.151372947209845,1,397.84395099999983
36,6454554630401590250,4073.0000000000005,827.0,6,6,473.83284259414177,3854.289158,8.134280302096672,5,218.7108420000004
37,-1402517424333683686,4645.0,651.0,16,3,600.7600514169819,3975.86565,6.618059307742467,3,669.1343499999998
38,-1226482023727989623,2733.0,536.0,17,4,199.779459648064,1449.272579,7.2543622930659195,2,1283.727421
39,-2377928545810382145,3301.0,724.0,6,6,258.00135346901544,2287.72397,8.867100653697706,4,1013.27603
40,7059088357853330839,3424.0,296.0,22,9,308.7534278029599,3087.524943,9.999969765421989,2,336.4750570000001
41,7158191419647753770,1955.0,416.0,9,3,163.22427164121856,1332.038646,8.160787808126594,3,622.961354
42,6419731969058951588,2526.0,608.0,13,0,207.89049911311048,1545.005138,7.431821774401451,1,980.994862
43,-1728903001230837989,3518.0,335.0,5,7,229.78983887001377,3037.906999,13.220371335559646,1,480.0930010000002
44,-7816735267034189427,2287.0,643.0,5,7,329.40218243980956,2447.743364,7.4308656544716944,3,-160.74336399999993
45,6970889311685566212,6858.0,554.0,1,11,425.13279641511696,5923.406431,13.933073338374358,5,934.5935689999997
46,-4022957840629396263,2009.9999999999998,584.0,12,0,268.7076827000282,1797.8929600000001,6.6908878150948805,3,212.10703999999964
47,2367428561252188252,1609.0,357.0,6,6,143.06532729329558,965.9310419999999,6.7516781338623195,3,643.0689580000001
48,2912650054663028961,2309.0,657.0,12,0,234.83015310696788,1422.071766,6.055746024030524,3,886.928234
49,-667788130437836682,4262.0,739.0,8,4,493.7055438530856,4494.893457,9.104401425027481,3,-232.89345700000013
50,-7700297948399821974,3232.0,693.0,16,3,494.5284042881574,2979.757375,6.025452429348672,3,252.24262499999986
51,5803275378005214908,3794.0,691.0,16,3,491.8926680614445,3612.185837,7.343443136153406,3,181.814163
52,-2882058152751147248,3086.0,759.0,7,5,394.6058142819288,2614.090823,6.624562356631534,4,471.909177
53,-2672012818000159276,4094.9999999999995,382.0,13,0,340.8883026930615,2793.042812,8.193425206833446,1,1301.9571879999994
54,6106518041852835663,1477.0,292.0,17,4,180.35196707190153,1321.52558,7.327480822391823,1,155.47442
55,-3532541588541691679,4813.0,962.0,8,4,553.8238285035565,5280.18917,9.534059204832666,2,-467.18916999999965
56,-5442712645885518243,3909.0,786.0,19,6,376.6618555465938,3078.931579,8.174259043385215,4,830.068421
57,-4999465522702802046,5342.0,889.0,10,2,529.5292847439051,4903.184919,9.25951606504882,4,438.81508099999974
58,-5647813749195640234,3856.0,756.0,18,5,355.5146829844828,2465.878321,6.936080108701526,3,1390.1216789999999
59,-2079091951813346489,2345.0,525.0,9,3,298.0798612362483,2206.255294,7.401557706212815,2,138.74470599999995
60,593287499991351114,3485.0,949.0,14,1,540.2191692624759,3209.64756,5.94138035564697,3,275.3524400000001
61,2996896594072888992,4680.0,425.0,23,10,362.20718459190897,3386.551245,9.349762757510055,3,1293.448755
62,4213764251806886909,3120.0,523.0,8,4,443.09924434133774,2827.128134,6.380349707439685,2,292.87186599999995
63,428311057965731110,5220.0,719.0,21,8,597.6621752784217,4837.66916,8.09432043737144,3,382.3308399999996
64,-7229578919123176916,4678.0,710.0,7,5,350.59101585311936,3679.042969,10.49383128100847,4,998.9570309999999
65,-2307905005377939509,4841.0,897.0,13,0,577.4976894611921,4356.771487,7.544223235013957,5,484.228513
66,-3127345255937350902,2983.0,439.0,4,8,274.3548929475972,2684.090087,9.78327763052752,1,298.90991299999996
67,-2216129166073490038,2247.0,427.0,12,0,272.8750289042136,1979.571258,7.254497657588456,2,267.42874200000006
68,-257379590886775818,3568.0,448.0,7,5,317.3554553257558,3454.500546,10.885272296498131,3,113.49945399999979
69,6893393058606152638,5385.0,734.0,18,5,596.5591051534014,4629.330759,7.760053813627732,2,755.6692409999996
70,-5177001822969468799,3122.0,421.0,3,9,303.21983729154056,3083.129258,10.167966863710257,2,38.870742000000064
71,-9098894286373274208,3012.0,643.0,9,3,358.1302134653143,3327.666153,9.291777202490323,3,-315.6661530000001
72,-8683192963863568825,2284.0,547.0,17,4,313.8517462852596,2091.263605,6.663221185646208,3,192.7363949999999
73,8372698251921933978,1008.9999999999999,215.0,15,2,123.66765241901479,884.4545009999999,7.1518661808446256,2,124.54549899999995
74,5609715305163753807,4412.0,940.0,16,3,604.6914270592936,3975.791947,6.574910390800282,1,436.20805299999984
75,8809664872882693018,1489.0,290.0,16,3,121.04763536218921,653.106242,5.395448164235731,1,835.893758
76,8712643426077540471,2957.0,510.00000000000006,17,4,326.39864513405,2230.448591,6.833510568292854,1,726.5514090000001
77,4435197693649218088,5244.0,856.0,20,7,643.1596532621493,5027.715417,7.817212089562969,2,216.28458299999966
78,7681596165418684683,4443.0,866.0,20,7,529.8293973465838,4059.49022,7.661881806351556,3,383.50977999999986
79,-7673505763345519472,2505.0,683.0,21,8,384.61585172520563,2951.344049,7.673485208063214,5,-446.3440489999998
80,-1326182243938286927,1793.0,434.0,12,0,218.4353296462314,1363.25832,6.241015691957319,1,429.7416800000001
81,-5262147965436499209,6071.0,634.0,3,9,285.12080098680127,3455.12015,12.118092184231566,7,2615.87985
82,-1405306544818920001,5317.0,717.0,14,1,541.4172992779529,3503.740752,6.471423718216379,1,1813.2592479999998
83,-3313231392302224190,2814.0,599.0,10,2,232.25455453058356,1955.079118,8.417828971972014,2,858.9208819999999
84,-6323955045253337667,3825.0,530.0,19,6,476.14702625217535,3846.94923,8.079330580471991,3,-21.94923000000017
85,9130492710781463584,4469.0,809.0,18,5,565.2361090680599,3915.076006,6.926443557286229,3,553.9239940000002
86,-7015678857352280867,2056.0,657.0,14,1,349.57736349014374,1774.514558,5.076171237987016,2,281.4854419999999
87,7770752836290257966,2402.0,445.0,18,5,330.3558784671867,2309.15237,6.98989338623003,3,92.84763000000021
88,9113148188709314668,6927.0,602.0,0,12,525.827465876007,5579.476255,10.610849788351816,2,1347.5237450000004
89,9124568004071597524,4903.0,662.0,11,1,411.23724677356137,3673.832996,8.933609552207985,5,1229.167004
90,-2953470855202151376,3613.0,613.0,22,9,365.9397972926773,3682.86317,10.064123107808522,1,-69.86317000000008
91,-4444905767457158020,2962.0,923.0,14,1,451.2241165384477,2963.69882,6.568130362215404,4,-1.6988200000000688
92,-205595888378540949,2665.0,345.0,6,6,274.89476485400405,2402.759549,8.740652264789762,3,262.2404510000001
93,732886885468005581,2678.0,577.0,12,0,348.22108795365574,2177.08709,6.252025409471311,4,500.91291
94,6883433333039031752,6728.0,902.0,8,4,659.8527160207015,5802.035843,8.79292560617114,3,925.9641570000003
95,9050712951668212862,4526.0,594.0,12,0,284.62779187619265,2347.163705,8.246431908592289,3,2178.836295
96,-4096715587706827053,2377.0,402.0,21,8,265.5902583294324,2048.022938,7.711212568119411,2,328.97706199999993
97,3054596251735282480,3217.0,636.0,20,7,198.907414501335,1665.4576690000001,8.373029598596597,3,1551.5423309999999
98,-4100926512849174516,5440.0,724.0,6,6,508.7658948021477,5124.386414,10.07218932391843,3,315.6135860000004
99,6234492599170222949,5468.0,821.0,20,7,608.9423495100013,5154.775049,8.465128190128182,3,313.22495100000015
100,-3152615143769502314,3940.0,790.0,19,6,374.6979178342654,2717.517146,7.25255470248436,2,1222.4828539999999
101,-3318068366116703465,3205.0,450.0,9,3,346.2636948559726,3064.020435,8.848806503593947,1,140.9795650000001
102,-7466528388289575383,3344.0,483.00000000000006,15,2,370.3603154023465,2477.57418,6.689631898894055,1,866.4258199999999
103,9002350086295742682,2242.0,558.0,12,0,301.121924132131,1661.87581,5.5189465688681505,2,580.12419
104,1392067810564222553,3579.0,731.0,7,5,467.02520445166743,3728.492667,7.983493463436538,3,-149.49266699999998
105,-7670584787584614274,1229.0,344.0,17,4,197.87145886100024,1308.100208,6.610858460991627,2,-79.10020800000007
106,-7575616789836755548,4889.0,856.0,21,8,546.4909928144023,4251.035125,7.7787835131689445,1,637.9648749999997
107,-219404666332233751,2772.0,446.0,9,3,357.4718731568596,2617.694444,7.322798353008738,1,154.3055559999998
108,-5128742694956006674,3830.0,606.0,19,6,360.71460813007246,3014.95029,8.3582705608441,3,815.0497099999998
109,7145437746305095321,4561.0,644.0,9,3,392.5769664013456,4473.358199,11.394856504206425,2,87.64180099999976
110,5418918844313178796,15954.0,963.0,21,8,821.9868012365162,9396.637003,11.431615433319152,4,6557.362997
111,2668550664393593323,2021.9999999999998,516.0,14,1,222.57781012916413,1380.477557,6.202224544301586,2,641.5224429999998
112,-3793223428109855433,1550.0,206.0,5,7,132.03174395415863,1226.573873,9.28999221146292,1,323.42612699999995
113,-4142765874227052591,3312.0,487.00000000000006,10,2,103.85203747323453,1109.926608,10.687576623482789,3,2202.0733920000002
114,8042720811296811625,3784.0,989.0,12,0,559.4427004028573,4417.316042,7.895922207616741,5,-633.3160420000004
115,-3583480749884485138,1946.0,373.0,14,1,221.5249160431648,1576.987259,7.118780528925781,3,369.012741
116,4903525277202368568,9507.0,938.0,2,10,1032.2529179025403,9257.690000999999,8.968431903114329,5,249.30999900000097
117,-335847963500359929,2349.0,269.0,4,8,256.76635278948356,2159.956738,8.412148689010259,1,189.04326200000014
118,2269844885224548590,1971.0,620.0,13,0,235.48752179290346,1618.428632,6.872672571684316,2,352.5713679999999
119,-6534612707940731872,2338.0,599.0,12,0,291.5452649166732,1698.056421,5.824332017483882,3,639.943579
120,1075876377760189741,7188.0,923.0,20,7,728.9142374413324,6545.876482,8.98031091418605,5,642.1235180000003
121,850901395850332989,589.0,188.0,15,2,81.78188695627378,487.16858900000005,5.956925269533997,1,101.83141099999995
122,6978004332295240491,3854.0,714.0,16,3,373.7599080382372,2270.469893,6.0746747956918945,3,1583.530107
123,7777622685155125730,5981.0,954.0,19,6,481.8692810740695,4343.219624,9.013273505045015,3,1637.7803759999997
124,3241959581906214468,4327.0,514.0,4,8,270.13386133351025,3383.193334,12.524136431097293,1,943.806666
125,-5797846232752823984,3467.0,698.0,8,4,454.4562244099343,3544.855586,7.800213520240896,1,-77.85558600000013
126,687386152758782296,3464.0,662.0,12,0,421.31911328087637,2944.444623,6.988632915490492,2,519.5553770000001
127,-8334669054349305166,3074.0,351.0,5,7,301.2231794887201,2807.385246,9.31995091070051,1,266.6147540000002
128,-3782621288583912052,2556.0,887.0,14,1,303.16653651324117,1863.961017,6.148307258570371,3,692.0389829999999
129,7642111284572973835,5587.0,846.0,6,6,635.0178633964097,4958.301438,7.808129068181477,2,628.6985619999996
130,-5799811783407440152,6541.0,937.0,19,6,743.5664984014662,6291.169473,8.460802748005564,3,249.83052700000007
131,-2365913759441181706,2697.0,444.0,21,8,337.86618086372727,2324.486084,6.879901616840257,1,372.5139159999999
132,8442999147531759739,3915.0,567.0,18,5,441.0743988411733,3696.394276,8.38043261116825,2,218.605724
133,-1446769253826744676,2670.0,552.0,16,3,402.16224443970526,2326.535056,5.785065823971969,2,343.46494399999983
134,4514599111130990702,1665.0,801.0,12,0,216.5322921547209,1400.230082,6.466610906236009,1,264.76991799999996
135,-1469467699462205630,948.0,650.0,18,5,404.78822746788785,3568.450673,8.815598949905448,2,-2620.450673
136,6221460718606456516,2494.0,551.0,12,0,281.594474818368,1744.494201,6.195058344540392,2,749.505799
137,7107833963790066211,2967.0,627.0,18,5,397.51057879866994,2803.950782,7.053776506964704,3,163.0492180000001
138,-2542343480338262374,4075.0,819.0,7,5,287.5041027672993,2378.281586,8.272165729492002,4,1696.718414
139,2800835698721740215,2446.0,465.00000000000006,23,10,314.8768799623902,2614.206412,8.302312993930352,2,-168.206412
140,2071462909716767675,2705.0,282.0,18,5,296.493324388908,2375.166787,8.010860925436933,2,329.8332129999999
141,1965695354641388537,1985.0,367.0,7,5,172.47489371641385,1385.972162,8.035790787491884,1,599.027838
142,888506397219842714,7581.0,985.0,5,7,611.3581447945365,6828.108345,11.16875337825878,4,752.8916550000004
143,7227609624666508970,3221.0,654.0,15,2,309.5941607132555,2141.766578,6.9179811824154305,2,1079.2334219999998
144,-8241408839098526278,4176.0,452.0,9,3,353.0234235642411,4075.957807,11.54585654925609,3,100.04219300000022
145,-8119670518892320249,2896.0,709.0,13,0,343.76309368423574,2086.518429,6.069640596487579,2,809.4815709999998
146,-2859030781769318157,4335.0,617.0,5,7,369.93928096682254,3930.152926,10.623778355541731,2,404.8470739999998
147,5403108202200992571,3259.0,481.00000000000006,5,7,284.42745603944525,3024.972928,10.63530564215463,2,234.02707199999986
148,-4901257633005561385,1356.0,388.0,12,0,254.76268202793528,1758.445882,6.902289880144936,1,-402.445882
149,-3080014891063950854,8420.0,949.0,11,1,591.1730678669173,5959.959753,10.081581988342005,4,2460.040247
150,-8529701803311580521,5151.0,359.0,22,9,443.1903234729296,4026.442322,9.085131395577363,3,1124.5576780000001
151,4474528409037641844,3274.0,488.00000000000006,14,1,416.71706926754933,2954.211232,7.089249396941012,2,319.7887679999999
152,7100947387140629114,5112.0,841.0,17,4,391.4759463242329,3044.919039,7.778048862491542,3,2067.080961
153,-3418440675769149639,5879.0,848.0,8,4,535.0525226129382,4688.710651,8.7630848427788,3,1190.2893489999997
154,9128153910855522537,1987.0,424.0,14,1,246.56781485779072,1530.276489,6.206310786679904,1,456.7235109999999
155,-6156766971585401913,3511.0,898.0,11,1,438.7639522899304,2717.8876760000003,6.194418802673311,2,793.1123239999997
156,-6055639045300500957,2987.0,713.0,9,3,349.55206978160703,2675.287086,7.653472307205803,2,311.7129140000002
157,-3186844741154968464,1466.0,379.0,9,3,143.26966142167322,1122.413248,7.834270262540079,2,343.58675199999993
158,4498555217973189448,5205.0,911.0,7,5,549.5883612797795,5287.920371,9.621601808827377,4,-82.92037100000016
159,-1551185077857631394,3188.0,866.0,11,1,462.89959284576724,3148.003411,6.80061823266472,3,39.99658899999986
160,4528768363000322861,4674.0,754.0,5,7,539.1108234030421,4341.029995,8.052203381111907,4,332.9700050000001
161,4243806335664104782,2193.0,555.0,12,0,215.8605165904441,1432.325334,6.635420671755251,3,760.6746659999999
162,1897155210648683904,3153.0,701.0,11,1,307.7466569830885,2312.942426,7.51573534112217,2,840.0575739999999
163,7342006414546434795,4758.0,703.0,19,6,602.5330045341835,4600.282064,7.634904692990991,3,157.717936
164,-4848252038748018966,3253.0,661.0,7,5,207.5600588590801,1742.297044,8.394182645625994,2,1510.702956
165,3671331743881554932,6998.0,950.0,20,7,597.0897597463251,5772.065197,9.666997470283656,3,1225.934803
166,1598528263240279024,1456.0,372.0,15,2,238.4354975969461,1301.805129,5.459779026697548,2,154.19487099999992
167,-2060839352863968379,3412.0,656.0,15,2,339.7097583041564,2339.888803,6.887905766030421,1,1072.1111970000002
168,8221758494589632938,7908.0,856.0,17,4,875.578117926772,7314.943685,8.354415825649696,3,593.0563149999998
169,-334450101734003648,1497.0,319.0,19,6,168.06947371207795,1141.905669,6.79424790105676,2,355.094331
170,-5233498998728094265,1414.0,907.0,10,2,174.44219327589184,1076.7892,6.172756600789734,2,337.21080000000006
171,-1175748685451169211,2067.0,413.0,9,3,259.5431636432205,1938.635719,7.469415459792015,2,128.3642809999999
172,6429169672677108285,3558.0,481.00000000000006,17,4,365.9302925418714,2910.169313,7.95279694606591,2,647.8306870000001
173,4233823480071268858,3140.0,589.0,16,3,421.39656480817763,2703.592287,6.415790997799643,3,436.40771300000006
174,7302312769637513158,3290.0,781.0,12,0,411.8596978400006,2871.513929,6.9720682651389865,3,418.4860709999998
175,5605785657641563100,5267.0,809.0,8,4,629.5144733313771,5714.775162,9.078067946170535,2,-447.7751619999999
176,-7053590027471931441,2857.0,566.0,10,2,297.1010205001603,2176.740154,7.32659938473293,2,680.2598459999999
177,-8161484905461034039,1316.0,242.00000000000003,7,5,130.82186709753458,1176.388021,8.992288881819283,2,139.61197900000002
178,5416498207272566435,2140.0,486.00000000000006,11,1,207.71681459879738,1741.894101,8.385908017915874,3,398.1058989999999
179,5876665757685105954,917.0,180.0,15,2,143.18202484003132,874.5779600000001,6.108154714092873,1,42.422039999999924
180,-133577339274801795,3794.0,465.00000000000006,8,4,282.09638867835866,2821.131898,10.000595580883543,2,972.8681019999999
181,5524519635471611689,3000.0,636.0,8,4,320.2070429047297,2659.9319259999997,8.306912620880116,2,340.06807400000025
182,895573615835813276,4628.0,782.0,16,3,508.4813345801391,3042.512768,5.9835289146105035,4,1585.487232
183,3719911692967066184,3332.0,660.0,17,4,230.79318004048073,1836.029024,7.9553001682197175,2,1495.970976
184,-4143887725103418679,2587.0,339.0,11,1,223.88175486636058,1502.0607049999999,6.709169784275675,1,1084.9392950000001
185,2989915985236054107,3023.0,458.00000000000006,19,6,215.83866241673843,1690.075957,7.830274419217924,2,1332.924043
186,-5682229925610709599,1623.0,470.00000000000006,9,3,144.3326705153743,1089.981726,7.551871119047127,1,533.018274
187,-1476373766671299576,2370.0,509.00000000000006,11,1,368.8707641321829,2586.524115,7.012006281075539,1,-216.52411500000017
188,-3024635449533894904,6289.0,934.0,12,0,624.8412168294826,4770.732162,7.635111182657337,3,1518.2678379999998
189,-2520296451508141490,3928.0,850.0,6,6,434.7793893608349,3837.0505590000002,8.825281632233791,3,90.94944099999975
190,1326399947690663901,5878.0,794.0,10,2,567.893222821387,5492.774194,9.67219535868203,2,385.2258060000004
191,5024205749108029659,1492.0,367.0,12,0,223.18511288698315,1344.756756,6.025297738747298,1,147.243244
192,-7415843491062563144,2860.0,473.00000000000006,16,3,246.12258845578637,1727.948427,7.020682001767627,3,1132.051573
193,-349044301475246112,5246.0,718.0,17,4,654.1106314306759,4874.953107,7.452796014547975,3,371.0468929999997
194,-8509340170344080181,3988.0,944.0,14,1,546.3610803106993,3127.852051,5.724880786203299,4,860.1479490000002
195,-5572579274485216149,3149.0,471.00000000000006,9,3,349.1503001904258,3029.736227,8.677455598198222,2,119.26377300000013
196,-1829675279435928340,2853.0,918.0,16,3,342.262747707712,2058.360596,6.013977886246077,5,794.639404
197,7353250492081944990,1908.0,226.0,7,5,161.9624124562955,1304.630936,8.05514635287398,1,603.369064
198,871871054403446361,7758.0,971.0,22,9,747.0074853409121,7520.5664,10.067591754542908,5,237.4336000000003
199,-5972585868079575658,4284.0,854.0,9,3,352.01046301458524,3122.228845,8.869704662360089,1,1161.771155
200,5577437785606426614,1611.0,336.0,17,4,183.80662382204923,1463.711047,7.963320453658292,0,147.288953
201,6813339817492537287,2240.0,641.0,14,1,378.46735155130693,2908.760112,7.685630213748236,1,-668.7601119999999
202,-6955784484169843799,6611.0,900.0,16,3,535.811601625534,4075.7336999999998,7.606654442783853,3,2535.2663000000002
203,-3782727254576906427,7140.0,975.0,12,0,621.8684520712573,5163.174114,8.30267896176919,5,1976.8258859999996
204,-6483128953818903681,5183.0,711.0,18,5,590.1366250357863,4413.69585,7.479108502598614,2,769.3041499999999
205,2833626363485997591,924.0,307.0,12,0,138.13476720195737,856.983072,6.20396363174134,2,67.01692800000001
206,8395460981894889905,5462.0,640.0,16,3,350.83693537265873,2824.086671,8.049570573292852,2,2637.913329
207,-3882511167144774607,2039.0000000000002,739.0,11,1,267.90970023679006,1566.84892,5.848421757835389,2,472.1510800000003
208,4692108955445297688,4869.0,603.0,20,7,111.45521000516977,788.849524,7.077726774400315,2,4080.150476
209,-4633195535793553114,2913.0,308.0,1,11,307.25614604764803,2445.479599,7.959090909839,2,467.5204010000002
210,6930210716666517366,5242.0,774.0,6,6,480.2815342688317,4853.341474,10.10520107001116,4,388.65852600000017
211,7335020093075007059,2621.0,329.0,11,1,281.8381182431796,2542.464753,9.021010957809029,2,78.5352469999998
212,-2058338118124888637,2845.0,521.0,8,4,260.2046688689368,1966.626099,7.557996970417835,3,878.3739009999999
213,8844407280221271291,2214.0,501.00000000000006,19,6,220.0034565381548,1768.343717,8.037799700175707,2,445.65628300000003
214,736009813302901061,3198.0,576.0,1,11,338.67325671644875,3439.501526,10.155810822936317,2,-241.501526
215,-5106256871975475983,2097.0,515.0,11,1,288.87541334586894,2053.282083,7.107846456083186,2,43.71791699999994
216,-2318588233809845182,4053.0,731.0,7,5,281.92630793275623,2446.465025,8.67767553492567,4,1606.534975
217,-3330444147109973560,6101.0,578.0,9,3,403.2661001006081,3358.7595,8.328891268475198,2,2742.2405
218,-8965157052100906714,7500.0,909.0,7,5,763.8047645050067,7135.277848,9.34175613924601,2,364.7221520000003
219,-3006283655803409579,1905.0,359.0,18,5,290.37190412992135,1870.025225,6.440103875074956,1,34.97477499999991
220,3024159222918632571,3030.0,816.0,10,2,169.45182102300768,998.731259,5.893895108181783,3,2031.2687409999999
221,-2864501758747504655,2138.0,625.0,10,2,306.9039388668303,1862.547162,6.068827819144361,2,275.45283799999993
222,-1005632219252861204,5778.0,900.0,10,2,470.9904380359015,3933.434805,8.35141116962585,3,1844.5651950000001
223,-5586170609499485655,2315.0,973.0,5,7,193.60164741694,1973.018623,10.191125175453244,1,341.98137700000007
224,-7337263463383436051,2729.0,889.0,15,2,338.64382418623745,1883.81935,5.562833914148076,3,845.18065
225,5653733294978904432,4597.0,991.0,21,8,689.1688527154593,5337.5262060000005,7.744874401925029,4,-740.5262060000005
226,-4525968821533132993,6137.0,688.0,20,7,665.5995214856421,5629.671654,8.458046426226945,2,507.32834600000024
227,88007195765253562,5948.0,893.0,16,3,567.9963442793681,4792.640287,8.437801290923005,4,1155.3597129999998
228,-2104418748230157857,5735.0,955.0,10,2,724.8952932539706,5513.019427,7.605263102554711,3,221.98057299999982
229,-851495783838806085,5399.0,788.0,14,1,667.9695332023095,5062.604058,7.579094264568316,4,336.3959420000001
230,-472057010354188309,4399.0,650.0,6,6,376.11928311591174,3894.031831,10.353183167691896,3,504.9681690000002
231,-5644180548742650964,5933.0,999.0,9,3,622.6079348899655,5608.105862,9.007443605727785,5,324.89413799999966
232,6238011439989334904,2017.0,273.0,19,6,241.7582042171663,2176.948719,9.004652917774376,1,-159.94871899999998
233,2927753394338316498,2458.0,751.0,13,0,209.03998531418563,1409.786082,6.744097689641058,4,1048.213918
234,-8102389718513175381,3284.0,556.0,12,0,403.97106378695383,2692.26505,6.6644997410503795,2,591.73495
235,8455599741263926180,4410.0,726.0,19,6,482.756532974872,4147.850215,8.592012601962862,3,262.1497849999996
236,-5872566563118994133,1511.0,264.0,19,6,189.012358519254,1330.447516,7.038944577078921,2,180.55248400000005
237,312842187239934570,3738.0,943.0,14,1,595.8226186344772,3921.81958,6.582193185260632,2,-183.81957999999986
238,-8668958376332863641,1576.0,591.0,13,0,97.68342854813858,672.040074,6.879775658865387,4,903.959926
239,7716466158785548940,4197.0,479.00000000000006,1,11,314.2465950741174,3036.71098,9.663465022695851,3,1160.2890200000002
240,-5682800078225486496,3392.0,422.0,19,6,351.126369929556,3153.445845,8.980942803107194,2,238.5541549999998
241,5988473957288224919,2290.0,477.00000000000006,13,0,229.3899356287122,1531.334597,6.675683450552947,2,758.665403
242,-7327652614003836688,1243.0,607.0,15,2,175.26358054598327,1075.946416,6.139018800415913,1,167.053584
243,3125353645408829644,3915.0,644.0,13,0,478.4564127938597,3726.515308,7.788620255374335,2,188.484692
244,8260298601770572921,1465.0,445.0,9,3,140.06623926892064,1115.752352,7.965890694457839,2,349.247648
245,-1411603137835645301,2415.0,528.0,18,5,381.10741960111113,2524.330281,6.623671309370226,1,-109.33028100000001
246,4001640781784573251,4734.0,703.0,19,6,494.5153630030137,3582.274551,7.244010639520149,1,1151.725449
247,-1412897970332407264,7031.0,907.0,19,6,770.5139024318331,5925.166444,7.6898890796122865,4,1105.8335559999996
248,-3285557842537958974,4680.0,481.00000000000006,4,8,349.30105488110723,4440.1759090000005,12.711601774324208,2,239.8240909999995
